fs_classroom,isolate_in_a,isolate_in_e,reciprocity_share_a,reciprocity_share_e
1128461,0.4,0.3,0.26666666666666666,0.2857142857142857
1128462,0.15,0.0,0.5555555555555556,0.7368421052631579
1128481,0.5217391304347826,0.2608695652173913,0.07692307692307693,0.35714285714285715
1128491,0.25,0.25,0.45454545454545453,0.4
1128501,0.36363636363636365,0.22727272727272727,0.32,0.5833333333333334
1128531,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.5333333333333333
1128532,0.29411764705882354,0.17647058823529413,0.46511627906976744,0.41025641025641024
1128541,0.5416666666666666,0.375,0.21052631578947367,0.36363636363636365
1128551,0.4166666666666667,0.16666666666666666,0.25806451612903225,0.47619047619047616
1128581,1.0,0.75,0.0,0.0
1128582,0.42857142857142855,0.35714285714285715,0.5,0.46153846153846156
1128583,0.6,0.6,0.5,0.18181818181818182
1128584,0.45,0.4,0.2727272727272727,0.4827586206896552
1128841,0.7,0.6,0.5,0.8
1314591,0.21428571428571427,0.14285714285714285,0.17391304347826086,0.6086956521739131
1338701,0.6,0.5,0.5,0.5
1341191,0.4,0.4,0.36363636363636365,0.2727272727272727
1343991,0.22857142857142856,0.2,0.5384615384615384,0.6666666666666666
1343992,1.0,1.0,0.0,0.0
1346301,0.2631578947368421,0.47368421052631576,0.47058823529411764,0.41379310344827586
1349711,0.4583333333333333,0.3333333333333333,0.1875,0.3225806451612903
1353181,0.29411764705882354,0.35294117647058826,0.35294117647058826,0.6666666666666666
1370211,0.35714285714285715,0.42857142857142855,0.125,0.4
